#                       fmin  ,   foE   ,   h'E   ,   foEs  ,   h'Es  ,   fbEs  ,   foF1  ,   h'F   ,   h'F2  ,   foF2  ,   fxF2  ,   M3F2  ,   fxI   ,   hpF2  ,   fxEs  ,   ftEs  ,   fxF1  ,   FSPR  ,   MUF   ,   Es1   ,   Es2   ,   Es    ,   W     
WK546,20240325174500:  184    ,     ----,     ----,     ----,     ----,     ----,     ----, 2660----, 2240----,  834    ,  926----,     ----,  920X   , 2267----,     ----,     ----,     ----,  120----, 2718----,-----G   ,-----    ,     ----,-----F   
WK546,20240325180000:  154    ,     ----,  900----,  196----,  980----,     ----,     ----, 2660----, 2260----,  854    ,  918----,     ----,  908X   , 2794----,  230----,  256----,     ----,   96----, 2640----,-----    ,-----    ,     ----,-----F   
WK546,20240325181500:  162    ,     ----,  920----,  204----,  840----,     ----,     ----, 3320----, 2260----,  818    ,  894----,     ----,  880X   , 2442----,  250----,  264----,     ----,  108----, 2486----,-----    ,-----    ,     ----,-----    
WK546,20240325183000:  158    ,     ----,  920----,  228----,  960----,     ----,     ----,     ----, 2360----,  786    ,  838----,     ----,  844X   , 3106----,  246----,  288----,     ----,   48----, 2349----,-----    ,-----    ,     ----,-----F   
WK546,20240325184500:  154    ,     ----,  900----,  216----,  980----,     ----,     ----,     ----, 2460----,  730    ,  794----,     ----,  816X   , 2498----,  238----,  276----,     ----,  156----, 1996----,-----    ,-----    ,     ----,-----    
WK546,20240325190000:  158    ,     ----,     ----,     ----,  980----,     ----,     ----,     ----, 2560----,  758    ,  818----,     ----,  732X   , 2977----,  226----,     ----,     ----,   72----, 2088----,-----G   ,-----    ,     ----,-----    
WK546,20240325191500:  158    ,     ----,  920----,  176----,  980----,     ----,     ----,     ----, 2520----,  754    ,  794----,     ----,  732X   , 3141----,  222----,  236----,     ----,   60----, 2020----,-----    ,-----    ,     ----,-----    
WK546,20240325193000:  150    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 2620----,  730    ,  766----,     ----,  720X   , 3059----,  214----,     ----,     ----,   60----, 2006----,-----G   ,-----    ,     ----,-----    
WK546,20240325194500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2660----,  706    ,  762----,     ----,  740X   , 3057----,     ----,     ----,     ----,   72----, 1863----,-----G   ,-----    ,     ----,-----    
WK546,20240325200000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----, 3220----, 2760----,  734    ,  770----,     ----,  708X   , 3210----,     ----,     ----,     ----,   48----, 1920----,-----G   ,-----    ,     ----,-----    
WK546,20240325201500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2740----,  742    ,  794----,     ----,  732X   , 3213----,     ----,     ----,     ----,   72----, 2144----,-----G   ,-----    ,     ----,-----    
WK546,20240325203000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2660----,  742    ,  786----,     ----,  732X   , 2910----,     ----,     ----,     ----,   48----, 2232----,-----G   ,-----    ,     ----,-----F   
WK546,20240325204500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2680----,  718    ,  770----,     ----,  720X   , 2731----,     ----,     ----,     ----,   60----, 1909----,-----G   ,-----    ,     ----,-----F   
WK546,20240325210000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2660----,  698    ,  762----,     ----,  708X   , 3427----,     ----,     ----,     ----,   48----, 1779----,-----G   ,-----    ,     ----,-----    
WK546,20240325211500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2720----,  714    ,  778----,     ----,  828X   ,     ----,     ----,     ----,     ----, 9999----,     ----,-----G   ,-----    ,     ----,-----    
WK546,20240325213000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2700----,  714    ,  778----,     ----,  708X   , 2913----,     ----,     ----,     ----,   48----, 1906----,-----G   ,-----    ,     ----,-----F   
WK546,20240325214500:  136    ,     ----,     ----,  244----, 1810----,     ----,     ----,     ----, 2500----,  714    ,  786----,     ----,  872X   , 3349----,  304----,  304----,     ----,   72----, 2146----,-----    ,-----    ,     ----,-----F   
WK546,20240325220000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2740----,  714    ,  770----,     ----,  708X   , 2628----,     ----,     ----,     ----,   72----, 1969----,-----G   ,-----    ,     ----,-----    
WK546,20240325221500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2700----,  718    ,  762----,     ----,  708X   , 2724----,     ----,     ----,     ----,   48----, 1903----,-----G   ,-----    ,     ----,-----    
WK546,20240325223000:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2580----,  690    ,  734----,     ----,  704X   , 3207----,     ----,     ----,     ----,   48----, 1833----,-----G   ,-----    ,     ----,-----    
WK546,20240325224500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2520----,  662    ,  734----,     ----,  720X   , 3367----,     ----,     ----,     ----,   60----, 1922----,-----G   ,-----    ,     ----,-----    
WK546,20240325230000:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2700----,  630    ,  686----,     ----,  720X   , 3303----,     ----,     ----,     ----,   96----, 1866----,-----G   ,-----    ,     ----,-----    
WK546,20240325231500:  148    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 2680----,  622    ,  662----,     ----,  600X   , 3315----,     ----,     ----,     ----,   72----, 1799----,-----G   ,-----    ,     ----,-----    
WK546,20240325233000:  162    ,     ----,     ----,     ----,  960----,     ----,     ----,     ----, 2840----,  618    ,  678----,     ----,  600X   , 3293----,  222----,     ----,     ----,   60----, 1755----,-----G   ,-----    ,     ----,-----    
WK546,20240325234500:  136    ,     ----,     ----,     ----,     ----,     ----,     ----,     ----, 3000----,  618    ,  666----,     ----,  600X   , 3271----,     ----,     ----,     ----,   60----, 1714----,-----G   ,-----    ,     ----,-----
